analysis,experiment,sqrt_s,luminosity,signal_region,N_obs,N_exp,sigma_exp,MET,HT_or_meff,N_jets,N_leptons,N_btags,category,source_path,source_url,source_comment,MET_extracted,HT_or_meff_extracted,N_jets_extracted,N_btags_extracted,N_leptons_extracted,MT2_low,MT2_high,MET_threshold,HT_meff_threshold,Njets_threshold,Nb_threshold,is_compressed,is_disappearing_track,is_long_lived,is_displaced,is_high_MET_label,is_high_multiplicity_label,category_enriched,MET_enriched,HT_or_meff_enriched,N_jets_enriched,N_leptons_enriched,N_btags_enriched,Delta_N,Z,z_MET,z_HT_or_meff,z_N_jets,z_N_leptons,z_N_btags,category_bonus,B_access,B_access_z
ATLAS-SUSY-2016-24-eff,ATLAS,13,36.1,WZ-0Jb,1.0,2.7,0.5,,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2016-24-eff/WZ-0Jb/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-24-eff/WZ-0Jb/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,0.0,,,-1.7000000000000002,-3.4000000000000004,0.0,0.0,-0.49766005634035015,0.0,0.0,0,-0.49766005634035015,-0.461116404897984
ATLAS-SUSY-2016-24-eff,ATLAS,13,36.1,WZ-0Jc,2.0,1.6,0.3,,,0.0,,,,13TeV/ATLAS/ATLAS-SUSY-2016-24-eff/WZ-0Jc/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-24-eff/WZ-0Jc/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,0.0,,,0.3999999999999999,1.333333333333333,0.0,0.0,-0.49766005634035015,0.0,0.0,0,-0.49766005634035015,-0.461116404897984
ATLAS-SUSY-2016-24-eff,ATLAS,13,36.1,WZ-1Ja,1.0,2.2,0.5,,,1.0,,,,13TeV/ATLAS/ATLAS-SUSY-2016-24-eff/WZ-1Ja/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-24-eff/WZ-1Ja/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,1.0,,,-1.2000000000000002,-2.4000000000000004,0.0,0.0,-0.45143356840201215,0.0,0.0,0,-0.45143356840201215,-0.43111216587025525
ATLAS-SUSY-2016-24-eff,ATLAS,13,36.1,WZ-1Jb,3.0,1.8,0.3,,,1.0,,,,13TeV/ATLAS/ATLAS-SUSY-2016-24-eff/WZ-1Jb/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-24-eff/WZ-1Jb/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,1.0,,,1.2,4.0,0.0,0.0,-0.45143356840201215,0.0,0.0,0,-0.45143356840201215,-0.43111216587025525
ATLAS-SUSY-2016-24-eff,ATLAS,13,36.1,WZ-1Jc,4.0,1.3,0.3,,,1.0,,,,13TeV/ATLAS/ATLAS-SUSY-2016-24-eff/WZ-1Jc/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-24-eff/WZ-1Jc/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,1.0,,,2.7,9.000000000000002,0.0,0.0,-0.45143356840201215,0.0,0.0,0,-0.45143356840201215,-0.43111216587025525
ATLAS-SUSY-2016-27-eff,ATLAS,13,36.1,SRyy-SH,0.0,0.48,0.275,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2016-27-eff/SRyy-SH/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-27-eff/SRyy-SH/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-0.48,-1.7454545454545451,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2016-27-eff,ATLAS,13,36.1,SRyy-SL,0.0,0.5,0.28,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2016-27-eff/SRyy-SL/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-27-eff/SRyy-SL/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-0.5,-1.7857142857142856,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2016-32-eff-trim,ATLAS,13,31.6,SR1FULL_175,227.0,240.0,20.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR1FULL_175/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR1FULL_175/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-13.0,-0.65,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2016-32-eff-trim,ATLAS,13,31.6,SR1FULL_375,16.0,17.0,2.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR1FULL_375/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR1FULL_375/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2016-32-eff-trim,ATLAS,13,31.6,SR1FULL_600,1.0,2.2,0.2,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR1FULL_600/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR1FULL_600/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-1.2000000000000002,-6.000000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2016-32-eff-trim,ATLAS,13,31.6,SR1FULL_825,0.0,0.48,0.07,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR1FULL_825/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR1FULL_825/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-0.48,-6.857142857142856,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2016-32-eff-trim,ATLAS,13,31.6,SR2FULL_150,0.0,1.5,0.3,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR2FULL_150/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR2FULL_150/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-1.5,-5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2016-32-eff-trim,ATLAS,13,31.6,SR2FULL_350,0.0,0.06,0.01,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR2FULL_350/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR2FULL_350/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-0.06,-6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2016-32-eff-trim,ATLAS,13,31.6,SR2FULL_575,0.0,0.007,0.002,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR2FULL_575/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR2FULL_575/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-0.007,-3.5,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2016-32-eff-trim,ATLAS,13,31.6,SR2FULL_800,0.0,0.0017,0.0009,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR2FULL_800/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2016-32-eff-trim/SR2FULL_800/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-0.0017,-1.8888888888888888,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2017-03-eff,ATLAS,13,36.1,SR2l_High,0.0,1.9,0.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR2l_High/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR2l_High/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,2.0,,-1.9,-2.3749999999999996,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2017-03-eff,ATLAS,13,36.1,SR2l_ISR,11.0,2.7,2.8,,,,2.0,,compressed compressed,13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR2l_ISR/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR2l_ISR/dataInfo.txt,,,,,,,,,,,,,1,0,0,0,0,0,compressed compressed,,,,2.0,,8.3,2.964285714285715,0.0,0.0,0.0,0.0,0.0,1,1.0,0.510970212901283
ATLAS-SUSY-2017-03-eff,ATLAS,13,36.1,SR2l_Int,1.0,2.4,0.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR2l_Int/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR2l_Int/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,2.0,,-1.4,-1.5555555555555554,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2017-03-eff,ATLAS,13,36.1,SR2l_Low,19.0,8.4,5.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR2l_Low/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR2l_Low/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,2.0,,10.6,1.8275862068965518,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2017-03-eff,ATLAS,13,36.1,SR3l_High,2.0,1.1,0.5,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR3l_High/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR3l_High/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.8999999999999999,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2017-03-eff,ATLAS,13,36.1,SR3l_ISR,12.0,3.9,1.0,,,,,,compressed compressed,13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR3l_ISR/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR3l_ISR/dataInfo.txt,,,,,,,,,,,,,1,0,0,0,0,0,compressed compressed,,,,,,8.1,8.1,0.0,0.0,0.0,0.0,0.0,1,1.0,0.510970212901283
ATLAS-SUSY-2017-03-eff,ATLAS,13,36.1,SR3l_Int,1.0,2.3,0.5,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR3l_Int/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR3l_Int/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-1.2999999999999998,-2.5999999999999996,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2017-03-eff,ATLAS,13,36.1,SR3l_Low,20.0,10.0,2.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR3l_Low/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2017-03-eff/SR3l_Low/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-04-eff,ATLAS,13,139.0,SRhigh,7.0,10.2,3.3,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-04-eff/SRhigh/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-04-eff/SRhigh/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-3.1999999999999993,-0.9696969696969695,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-04-eff,ATLAS,13,139.0,SRlow,10.0,6.0,1.7,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-04-eff/SRlow/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-04-eff/SRlow/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,4.0,2.3529411764705883,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-ewk-eff,ATLAS,13,139.0,SRHigh16_1_cuts,4.0,3.9,0.7,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRHigh16_1_cuts/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRHigh16_1_cuts/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.10000000000000009,0.142857142857143,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-ewk-eff,ATLAS,13,139.0,SRHigh16_2_cuts,3.0,3.4,0.9,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRHigh16_2_cuts/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRHigh16_2_cuts/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-0.3999999999999999,-0.4444444444444443,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-ewk-eff,ATLAS,13,139.0,SRHigh4_cuts,1.0,0.85,0.34,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRHigh4_cuts/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRHigh4_cuts/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.15000000000000002,0.44117647058823534,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-ewk-eff,ATLAS,13,139.0,SRHigh8_1_cuts,0.0,2.0,0.23,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRHigh8_1_cuts/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRHigh8_1_cuts/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-2.0,-8.695652173913043,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-ewk-eff,ATLAS,13,139.0,SRHigh8_2_cuts,0.0,2.0,0.33,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRHigh8_2_cuts/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRHigh8_2_cuts/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-2.0,-6.0606060606060606,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-ewk-eff,ATLAS,13,139.0,SRInt_1_cuts,24.0,22.8,3.5,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRInt_1_cuts/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRInt_1_cuts/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,1.1999999999999993,0.34285714285714264,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-ewk-eff,ATLAS,13,139.0,SRInt_2_cuts,14.0,10.1,1.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRInt_2_cuts/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRInt_2_cuts/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,3.9000000000000004,3.9000000000000004,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-ewk-eff,ATLAS,13,139.0,SRLow2_cuts,8.0,9.0,4.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRLow2_cuts/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRLow2_cuts/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-1.0,-0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-ewk-eff,ATLAS,13,139.0,SRLow_1_cuts,10.0,12.8,3.4,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRLow_1_cuts/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRLow_1_cuts/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-2.8000000000000007,-0.8235294117647061,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-ewk-eff,ATLAS,13,139.0,SRLow_2_cuts,8.0,10.5,2.5,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRLow_2_cuts/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRLow_2_cuts/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-2.5,-1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-ewk-eff,ATLAS,13,139.0,SROffShell_1_cuts,6.0,9.2,1.7,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SROffShell_1_cuts/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SROffShell_1_cuts/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-3.1999999999999993,-1.8823529411764701,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-ewk-eff,ATLAS,13,139.0,SROffShell_2_cuts,15.0,12.5,1.9,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SROffShell_2_cuts/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SROffShell_2_cuts/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,2.5,1.3157894736842106,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-ewk-eff,ATLAS,13,139.0,SRllbb_cuts,0.0,0.58,0.2,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRllbb_cuts/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-ewk-eff/SRllbb_cuts/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-0.58,-2.8999999999999995,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-strong-eff,ATLAS,13,139.0,SRC_Bin_1,2.0,3.4351273442152888,1.7025138841397618,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_1/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-1.4351273442152888,-0.8429460444256073,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-strong-eff,ATLAS,13,139.0,SRC_Bin_2,1.0,2.3979504567105323,1.5191743660769597,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_2/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-1.3979504567105323,-0.9202040844860554,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-strong-eff,ATLAS,13,139.0,SRC_Bin_3,4.0,1.3357810014858842,1.151463336958066,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_3/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,2.664218998514116,2.3137679794064874,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-strong-eff,ATLAS,13,139.0,SRC_Bin_4,2.0,1.3157828722614795,1.125848883990465,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_4/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_4/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.6842171277385205,0.6077344281884239,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-strong-eff,ATLAS,13,139.0,SRC_Bin_5,2.0,0.6147741745226085,0.124296798595777,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_5/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_5/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,1.3852258254773915,11.144501235162583,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-strong-eff,ATLAS,13,139.0,SRC_Bin_6,17.0,18.293138783425093,2.102256586867001,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_6/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_6/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-1.2931387834250927,-0.6151193871877748,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-strong-eff,ATLAS,13,139.0,SRC_Bin_7,8.0,3.381276366766542,1.6398481748429128,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_7/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_7/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,4.618723633233458,2.8165556446564954,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-strong-eff,ATLAS,13,139.0,SRC_Bin_8,2.0,1.4429721226915715,1.2050139446001025,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_8/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRC_Bin_8/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.5570278773084285,0.4622584492109629,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-strong-eff,ATLAS,13,139.0,SRHigh_Bin_1,7.0,15.287938991561532,2.4837196812148674,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRHigh_Bin_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRHigh_Bin_1/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-8.287938991561532,-3.3369059536974937,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-strong-eff,ATLAS,13,139.0,SRHigh_Bin_2,11.0,11.09393750037998,3.040438367861763,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRHigh_Bin_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRHigh_Bin_2/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-0.09393750037997961,-0.03089603833872241,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-05-strong-eff,ATLAS,13,139.0,SRHigh_Bin_3,1.0,2.110426985658705,1.1255873899640243,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRHigh_Bin_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-05-strong-eff/SRHigh_Bin_3/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-1.1104269856587048,-0.9865311174943031,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
